player_name,avg_swing_length,avg_bat_speed,woba_value,cluster
"Canha, Mark",7.094834242424242,66.58143292320347,0.30838926174496645,3
"Canzone, Dominic",7.516901739130435,70.95450999465217,0.3282258064516129,0
"Capel, Conner",7.735452666666666,68.245681988,0.225,3
"Caratini, Victor",6.893367472527472,70.9382244215934,0.30580357142857145,0
"Carlson, Dylan",7.177745067873303,67.29224891257918,0.24636363636363637,3
"Carpenter, Kerry",7.505665227272727,70.43845349299242,0.3758278145695364,0
"Carpenter, Matt",8.010475759493671,66.63206652525949,0.31166666666666665,3
"Carroll, Corbin",6.928698835341366,72.47072145765662,0.2918461538461538,1
"Carter, Evan",7.0162481,69.236348013,0.28611111111111115,0
"Casali, Curt",7.082975342465753,65.8640709121233,0.282,3
"Casas, Triston",7.688441960784314,72.64267808529412,0.40746268656716417,1
"Castellanos, Nick",7.494765100775194,69.99008330287926,0.3137982195845697,0
"Castillo, Luis",,,0.0,0
"Castro, Willi",7.008227529812607,68.93626060285008,0.3786604361370716,0
"Cave, Jake",6.884545592105263,67.42665870703948,0.28099999999999997,3
"Chapman, Matt",7.347016024734983,74.84877092466431,0.3298780487804878,1
"Chisholm Jr., Jazz",7.279013027522936,69.04558462156594,0.3364951768488746,0
"Chourio, Jackson",7.2951492216981135,71.17878863165095,0.291875,0
"Clase, Jonatan",6.49494078125,64.95800790517187,0.1842857142857143,3
"Clemens, Kody",7.113287777777779,68.9237511328889,0.35200000000000004,0
"Clement, Ernie",6.5659433210332105,63.71548963260147,0.31821428571428567,2
"Colás, Oscar",7.198291621621622,72.67989946162163,0.30526315789473685,1
"Conforto, Michael",7.197949882005901,71.44697544144117,0.2962085308056872,0
"Contreras, William",7.264308245901639,72.79822144691803,0.357163323782235,1
"Contreras, Willson",7.757652341269841,73.43708791059524,0.3902877697841727,1
"Cooper, Garrett",7.638400871794873,70.83378233492307,0.26473214285714286,0
"Correa, Carlos",7.296447966903073,73.83719109148936,0.39655172413793105,1
"Cowser, Colton",6.872734901098901,72.10718087331868,0.3190839694656488,1
"Crawford, Brandon",7.336687767857143,68.16017693973214,0.26228070175438595,3
"Crawford, J.P.",7.127007195121951,70.40182237746342,0.32165991902834007,0
"Cronenworth, Jake",6.930186566901408,66.97073627144366,0.3468085106382979,3
"Crow-Armstrong, Pete",6.8467736,66.78268820503999,0.24375000000000002,3
"Cruz, Oneil",7.597514197247706,76.26003198067662,0.30985663082437276,1
"Dahl, David",7.005049107142858,66.84746598696428,0.3358490566037736,3
"Dalbec, Bobby",7.05483774566474,70.6588480049133,0.20449438202247192,0
"Davis, Henry",7.141842594936708,69.62997372563292,0.22804878048780486,0
"Davis, J.D.",7.199976848739496,71.25355498260505,0.2729007633587786,0
"De La Cruz, Bryan",7.639491553846153,70.5594631726,0.3196696696696697,0
"De La Cruz, Elly",7.074616691588785,71.94831338713458,0.36363636363636365,1
"DeJong, Paul",6.828665741056218,70.65291599035776,0.3184115523465704,0
"DeLoach, Zach",6.302766136363636,66.66940750204546,0.20600000000000002,3
"DeLuca, Jonny",7.509453059701492,68.76291983600747,0.24475524475524477,0
"Delay, Jason",7.405911578947369,67.89875674894738,0.3678571428571429,3
"Devers, Rafael",7.381676011235955,71.47549753602996,0.39599303135888503,0
"Diaz, Yainer",7.447040199203188,70.96315005318726,0.31383763837638373,0
"Donovan, Brendan",6.703183044397463,67.2216348941184,0.3329113924050633,3
"Doyle, Brenton",7.20719468992248,69.35285372029458,0.31091205211726386,0
"Drury, Brandon",7.30345623655914,71.2254542992473,0.2706422018348624,0
"Dubón, Mauricio",7.632496175,68.10475436228501,0.33037383177570095,3
"Dunn, Blake",7.164573125,72.72012041625,0.22083333333333333,1
"Dunn, Oliver",7.510867612903225,73.66547369587097,0.26458333333333334,1
"Duran, Ezequiel",7.00626172106825,69.29250110662315,0.2808333333333333,0
"Duran, Jarren",7.40407837398374,70.65177758072845,0.38314763231197774,0
"Duvall, Adam",7.563918148148148,71.0474944302849,0.25693069306930694,0
"Díaz, Aledmys",7.353931272727273,67.74368542236364,0.11333333333333333,3
"Díaz, Elias",6.871233070866142,71.64232062664041,0.35926829268292687,0
"Díaz, Yandy",7.44434621761658,71.84233028785837,0.32855072463768115,1
"Edwards, Xavier",6.006309444444444,58.207085205,0.3227272727272727,2
"Ellis, Duke",6.06841375,61.181065089875,0.0,2
"Encarnacion-Strand, Christian",7.2365551630434775,69.9723651670652,0.22666666666666668,0
"Espinal, Santiago",7.257730833333334,64.79784930827243,0.2423497267759563,3
"Estrada, Thairo",7.131893326226013,69.51925865558636,0.2965635738831615,0
"Fairchild, Stuart",7.17576861423221,67.13604806075655,0.3042168674698795,3
"Farmer, Kyle",6.7462856944444445,65.63117691837962,0.2582706766917293,3
"Fermin, Freddy",7.327361279461279,67.66929670102357,0.3471153846153846,3
"Fermín, José",7.13893918918919,64.68559973621622,0.20869565217391303,3
"Fitzgerald, Tyler",7.091914087591241,68.65294064117519,0.35555555555555557,0
"Fletcher, David",6.673566,65.113256026,0.2,3
"Fletcher, Dominic",6.386687068965517,64.06194280822413,0.23378378378378378,2
"Flores, Wilmer",6.799447194029851,64.1230089462985,0.27735849056603773,2
"Florial, Estevan",7.014540382775119,70.76153854217225,0.27156862745098037,0
"Ford, Mike",6.885371171171172,67.59587443774775,0.17936507936507937,3
"Fortes, Nick",6.9470232286995515,68.0561745356861,0.2042763157894737,3
"Foscue, Justin",6.860969999999999,70.38834328333333,0.45,0
"Fraley, Jake",7.031424501216545,70.50083968450122,0.2987562189054726,0
"France, Ty",7.394233361344538,68.56793750544118,0.3171052631578947,0
"Frazier, Adam",6.724981060070672,64.21666810137455,0.2814935064935065,2
"Freeman, Freddie",6.738767398373984,68.44801964029269,0.37776119402985076,3
"Freeman, Tyler",6.98708613053613,69.16142656273426,0.2826492537313433,0
"Frelick, Sal",6.865729793814433,64.79873663667526,0.32857142857142857,3
"Friedl, TJ",6.637449268292683,66.95040652259146,0.30178571428571427,3
"Fry, David",7.782318941504178,68.91462618011143,0.4117948717948718,0
"Gallo, Joey",7.2588145769230765,72.19798760592307,0.29304635761589404,1
"Gamel, Ben",7.82536,77.06087331,0.7,1
"Garcia, Maikel",7.135146962699822,68.63193992850799,0.2752777777777778,0
"García Jr., Luis",7.182974579646018,69.09879236880752,0.3062264150943396,0
"García, Adolis",7.858496837606838,70.50854934581197,0.30336538461538465,0
"García, Avisaíl",6.9584882716049385,67.82357349481482,0.29342105263157897,3
"Garver, Mitch",7.3133920833333335,69.59384336423611,0.29312267657992563,0
"Gelof, Zack",7.3651585871964675,69.4282483636512,0.28489361702127664,0
"Giménez, Andrés",6.824858982229402,65.93269897516963,0.28661290322580646,3
"Goldschmidt, Paul",7.683654063492063,70.86543096601588,0.29878048780487804,0
"Gomes, Yan",7.550145691489362,67.40864486132979,0.2149425287356322,3
"Gonzales, Nick",7.1871707323943665,69.14089928774648,0.32853107344632765,0
"Gonzalez, Romy",7.0312175,72.85073853048077,0.3333333333333333,1
"Goodman, Hunter",7.147739481132076,72.95490151193397,0.27633928571428573,1
"Goodrum, Niko",7.590374074074074,71.38988266240742,0.1735294117647059,0
"Gordon, Nick",7.161658940092166,66.75368797806452,0.2811594202898551,3
"Gorman, Nolan",7.421504327122153,71.06147405539338,0.2878623188405797,0
"Grandal, Yasmani",7.27541385026738,67.48019656726204,0.2504201680672269,3
"Gray, Tristan",7.6395073333333325,73.356763632,0.0,1
"Greene, Riley",7.157537858439201,73.67529818598912,0.375975975975976,1
"Grichuk, Randal",7.569660044444444,71.95732900995556,0.3550359712230216,1
"Grisham, Trent",7.4937894915254235,67.2420796943644,0.29388888888888887,3
"Grissom, Vaughn",7.289215804195805,67.70194901447553,0.19712643678160918,3
"Grossman, Robbie",6.415667224489796,66.03805012828572,0.2987341772151899,3
"Guerrero Jr., Vladimir",7.659102854640982,74.02486017283714,0.3725,1
"Guillorme, Luis",7.249645088757396,61.41230496442604,0.297029702970297,2
"Gurriel Jr., Lourdes",7.369924430604983,68.34241341446797,0.3001639344262295,3
"Haggerty, Sam",7.010984230769231,67.69605852346155,0.1,3
"Hamilton, David",7.002240358422939,65.48187782711828,0.3309659090909091,3
"Hampson, Garrett",6.630258571428572,64.7924298339619,0.3047008547008547,3
"Haniger, Mitch",6.932493348519362,70.83202244214122,0.27568093385214004,0
"Happ, Ian",6.9086451718213056,70.43636495228178,0.3324281150159744,0
"Harper, Bryce",7.2902408710801385,72.23057449651567,0.42857142857142855,1
"Harris II, Michael",8.036311700819672,72.56517353923769,0.2920849420849421,1
"Harris, Brett",6.777940240963855,66.06495441648194,0.29818181818181816,3
"Hayes, Ke'Bryan",6.759646272189349,70.47205343174556,0.2605990783410138,0
"Hays, Austin",7.081876111111111,70.726495494899,0.336864406779661,0
"Hedges, Austin",7.002068839285714,65.60912647747321,0.2,3
"Heim, Jonah",7.317768464818763,68.45245662130064,0.28716475095785443,0
"Heineman, Tyler",5.902185714285714,56.108693023428565,0.2333333333333333,2
"Henderson, Gunnar",7.152692914572864,74.36475797370184,0.4114958448753463,1
"Hernaiz, Darell",7.1501442105263155,67.54646574140351,0.23676470588235296,3
"Hernández, Enrique",7.3270478187919466,70.71582837422818,0.2813186813186813,0
"Hernández, Teoscar",7.679047654516641,71.77904400269414,0.33887147335423196,1
"Herrera, Iván",7.47274737704918,72.1481336075082,0.33882978723404256,1
"Herrera, Jose",6.715592631578947,63.28544803589473,0.225,2
"Heyward, Jason",8.144852524271844,71.92371383815534,0.3334782608695652,1
"Hicks, Aaron",7.238802105263158,65.8321921674421,0.22692307692307695,3
"Higashioka, Kyle",7.307641923076923,69.6925018411044,0.34393939393939393,0
"Hill, Derek",7.379335510204082,69.51452655061225,0.512,0
"Hilliard, Sam",6.882511333333334,70.7950966298,0.19999999999999998,0
"Hoerner, Nico",7.029462889344263,67.04059057762295,0.3271523178807947,3
"Holliday, Jackson",7.169873275862068,70.23686129482759,0.11388888888888887,0
"Horwitz, Spencer",6.861560260869565,67.5838649633913,0.4057971014492754,3
"Hoskins, Rhys",8.036298707317073,68.80097758343902,0.32196652719665275,0
"Huff, Sam",6.923111818181818,66.07023387999999,0.175,3
"Hummel, Cooper",6.646180714285714,65.0154202442857,0.1125,3
"Hurtubise, Jacob",6.543497416666667,61.131956633808336,0.25785714285714284,2
"Ibáñez, Andy",7.312186317991633,68.15685609589958,0.334453781512605,3
"Iglesias, Jose",6.939371971830986,69.11367133802817,0.430952380952381,0
"India, Jonathan",7.013354444444445,69.3933631294686,0.35388513513513514,0
"Isbel, Kyle",7.0486627156549515,69.60855735549521,0.30241545893719807,0
"Jackson, Alex",7.366516571428572,72.39559436214286,0.13374999999999998,1
"Jankowski, Travis",6.38410714953271,65.17089450817757,0.23613445378151263,3
"Jansen, Danny",6.868045153583618,66.78000948262799,0.3189839572192513,3
"Jeffers, Ryan",7.387738665207878,70.87651595364551,0.36035856573705183,0
"Jiménez, Eloy",7.208113079710145,72.31206061166667,0.3052469135802469,1
"Joe, Connor",7.289719734299516,70.47453272205314,0.3232931726907631,0
"Johnson, Bryce",7.107550294117647,63.86744136944118,0.24318181818181817,2
"Jones, Greg",6.8101457142857145,71.50550598928571,0.45,0
"Jones, Jahmai",7.567713953488372,71.59302542,0.34285714285714286,0
"Jones, Nolan",6.72985197044335,70.2262267764532,0.2974074074074074,0
"Jordan, Levi",7.246706666666666,64.93457782857142,0.11363636363636363,3
"Judge, Aaron",8.111488566371682,75.20564831844247,0.5005882352941177,1
"Julien, Edouard",6.977154166666667,69.35717854963094,0.30683060109289617,0
"Julks, Corey",6.9149707425742575,69.93063979767327,0.31261261261261264,0
"Keith, Colt",6.777494495192308,69.37948887913461,0.28125,0
"Kelenic, Jarred",7.190115244755245,71.2933678156317,0.33930131004366815,0
"Kelly, Carson",6.7960405668016195,67.60374312700405,0.29897260273972603,3
"Kemp, Tony",6.586147777777778,59.71902493777778,0.0,2
"Kennedy, Buddy",7.14593696969697,68.0743352409091,0.33076923076923076,3
"Kepler, Max",7.367723802816902,69.72388704694836,0.3301339285714286,0
"Kessinger, Grae",7.0050535,70.526268835,0.0,0
"Kiermaier, Kevin",6.853292148148148,66.13925111062592,0.24078947368421053,3
"Kim, Ha-Seong",6.678166137931035,66.60674780937701,0.3264705882352941,3
"Kiner-Falefa, Isiah",6.6508601061007955,65.16726763022547,0.3509293680297398,3
"Kirilloff, Alex",7.672104493243244,71.04274670331081,0.294311377245509,0
"Kirk, Alejandro",7.020329585253456,68.3500301762844,0.27941176470588236,3
"Kjerstad, Heston",6.766688142857142,70.223773301,0.4222222222222222,0
"Knizner, Andrew",6.899401954887218,69.13588281300751,0.17686567164179104,0
"Koch, Grant",7.9610232142857145,63.59400866764286,0.0875,2
"Kreidler, Ryan",6.89043649122807,63.037156466087716,0.20277777777777778,2
"Kwan, Steven",6.31975131661442,62.83162112823197,0.42401746724890826,2
"Langeliers, Shea",7.185267323943662,72.63135928157277,0.2980392156862745,1
"Langford, Wyatt",6.722239501312336,72.386679546063,0.3203125,1
"Larnach, Trevor",7.2627805590062104,71.27801126720497,0.32759562841530054,0
"Laureano, Ramón",7.289577326203208,71.44273787229946,0.26019417475728157,0
"LeMahieu, DJ",6.979298389261745,64.42854760087249,0.25757575757575757,2
"Lee, Jung Hoo",7.345261971153846,68.974431824375,0.28880597014925374,0
"Lee, Korey",7.07502938215103,70.06832680675744,0.2902843601895735,0
"Lewis, Royce",7.821252571428571,72.28012570868572,0.4,1
"Lindor, Francisco",7.381242363636364,70.18973564086777,0.34028571428571425,0
"Lipscomb, Trey",7.554733144329897,68.51883078798969,0.2566115702479339,0
"Locklear, Tyler",7.467967910447761,70.76236112522389,0.2921875,0
"Loftin, Nick",7.298760217391305,67.8671583240326,0.2933070866141732,3
"Loperfido, Joey",7.476797758620689,71.74312911881034,0.35307692307692307,1
"Lopez, Nicky",6.482568087855297,61.729963848927646,0.2937759336099585,2
"Lopez, Otto",6.430539685534591,68.31884004947484,0.30710227272727275,3
"Lowe, Brandon",7.022672291666667,71.40536024108333,0.32644628099173556,0
"Lowe, Josh",6.9870837358490565,71.05531897037736,0.3044715447154472,0
"Lowe, Nathaniel",7.068274797297297,71.26046908887388,0.33035714285714285,0
"Luciano, Marco",6.961611627906976,70.13332680139536,0.4962962962962963,0
"Lux, Gavin",7.106225757575757,69.21700665162534,0.27031963470319637,0
"Machado, Manny",7.619273909774436,72.62414854864662,0.31275510204081636,1
"Madrigal, Nick",6.367827225806452,63.7171326259871,0.2544444444444444,2
"Maile, Luke",6.6283225,65.57413432594444,0.2614285714285714,3
"Maldonado, Martín",7.440869074074074,68.25032949685648,0.12892561983471074,3
"Malloy, Justyn-Henry",7.129072773722627,68.13928611963505,0.27671232876712326,3
"Manzardo, Kyle",7.526572142857144,70.54550928357142,0.25862068965517243,0
"Marchán, Rafael",7.247016226415094,63.18987233132075,0.29857142857142854,2
"Margot, Manuel",7.088469509803921,69.94518983739215,0.28743016759776535,0
"Marsh, Brandon",7.04412455801105,70.38279053878453,0.34644444444444444,0
"Marte, Ketel",7.54270039497307,71.84938013466785,0.37966867469879517,1
"Marte, Noelvi",7.285118421052632,72.81869381552632,0.2323529411764706,1
"Marte, Starling",7.121730751708428,70.28398299991343,0.3292,0
"Martin, Austin",6.7501875263157896,63.737995739678944,0.33260869565217394,2
"Martinez, J.D.",8.361794823529412,70.72486179723005,0.3715811965811966,0
"Martinez, Orelvis",7.810301666666667,74.68764914166667,0.3,1
"Martini, Nick",6.8260063453815265,68.24993438052209,0.26134751773049647,3
"Martínez, Angel",6.96009625,67.86319872125,0.2571428571428572,3
"Martínez, J.P.",7.187354166666666,67.02116897466667,0.305,3
"Massey, Michael",7.004358318584071,69.21015254079646,0.3633064516129032,0
"Mastrobuoni, Miles",6.406390684931507,64.44344091452055,0.203,2
"Mateo, Jorge",7.592863460410557,69.45247827936657,0.29883040935672517,0
"Matos, Luis",7.1341559330143545,70.36745375593301,0.29310344827586204,0
"McCann, James",6.811037333333333,68.94090595046191,0.23991596638655463,0
"McCann, Kyle",7.709891883116883,70.60035393474026,0.3683333333333333,0
"McCarthy, Jake",6.64274701754386,64.63526343588012,0.3415492957746479,2
"McCormick, Chas",7.153561906779661,68.43507183894067,0.282824427480916,0
"McCutchen, Andrew",7.607522008368201,71.05852023261507,0.33780918727915193,0
"McGough, Scott",5.05055,56.72912296,0.0,2
"McGuire, Reese",8.027737391304347,66.73583532130435,0.2532,3
"McKenna, Ryan",7.271443703703704,71.77053747000001,0.3733333333333333,1
"McKinstry, Zach",6.739018293650794,65.55361395068253,0.2574626865671642,3
"McMahon, Ryan",7.05845067961165,70.78511478058576,0.3483180428134557,0
"McNeil, Jeff",6.856988256302521,66.36831168140125,0.2809259259259259,3
"Mead, Curtis",7.349001785714285,72.73968523514286,0.25058823529411767,1
"Meadows, Parker",7.494820364963503,69.19655239913868,0.2047945205479452,0
"Melendez, MJ",7.624221973180077,71.46874880115325,0.2609243697478992,0
"Mendick, Danny",6.975365576036867,65.4648912946083,0.2361111111111111,3
"Meneses, Joey",6.9866675,69.02444056464877,0.27785714285714286,0
"Merrifield, Whit",6.810180572687225,61.65200235347577,0.28,2
"Merrill, Jackson",7.427950654205607,69.94404345454953,0.357773851590106,0
"Mervis, Matt",7.922116666666667,73.77442265092593,0.15344827586206897,1
"Meyers, Jake",6.8414323931623935,66.17650721192308,0.3393478260869565,3
"Millas, Drew",6.7763088135593215,66.09767981335594,0.21617647058823528,3
"Miller, Owen",6.920402264150943,68.6711858154717,0.1796296296296296,0
"Miranda, Jose",7.519017462686567,69.74537034077115,0.36016597510373444,0
"Monasterio, Andruw",6.780510727272727,68.60275089153636,0.27413793103448275,0
"Moncada, Yoán",7.011313414634146,69.42125013682927,0.35,0
"Moniak, Mickey",7.5446205139186295,70.83432185274305,0.2523809523809524,0
"Montero, Elehuris",7.505138348837209,73.46769155602325,0.2688311688311688,1
"Moore, Dylan",7.117635764411028,71.22830162127819,0.32139917695473247,0
"Morel, Christopher",7.941617207207208,74.74044043679278,0.2995412844036697,1
"Moreno, Gabriel",6.953277264705882,69.1543048042647,0.3015075376884422,0
"Mountcastle, Ryan",7.443484044943821,73.99416862719102,0.34055374592833876,1
"Mullins, Cedric",7.312736576576577,68.5619032060991,0.29315352697095437,0
"Muncy, Max",7.1398351256281405,69.7938616741206,0.3327205882352941,0
"Murphy, Sean",7.862725185185185,70.84246200135803,0.3153409090909091,0
"Murphy, Tom",7.758696274509804,71.55897260294118,0.1793103448275862,0
"Myers, Dane",6.916540847457627,68.72098477730509,0.2958904109589041,0
"Narváez, Omar",6.75265672,63.458998258959994,0.18461538461538463,2
"Naylor, Bo",7.261655297450425,68.47126485684703,0.28288043478260866,0
"Naylor, Josh",7.636555571955719,70.97206079985267,0.33894389438943895,0
"Neto, Zach",7.081778461538462,68.22400323220154,0.331184668989547,3
"Nevin, Tyler",6.847694510489511,65.72540927563986,0.29,3
"Newman, Kevin",6.530467913907285,64.91204673973179,0.3168478260869565,3
"Nido, Tomás",7.917606651583711,69.28492463693665,0.26904761904761904,0
"Nimmo, Brandon",7.19483625925926,71.26441525962407,0.3813846153846154,0
"Noda, Ryan",7.454397902097902,69.90907449517482,0.21646341463414634,0
"Noel, Jhonkensy",8.052180909090909,76.96150503666667,0.425,1
"Nootbaar, Lars",6.72399275,69.43086293091666,0.3266871165644172,0
"Norby, Connor",6.816416486486487,66.41598307810811,0.2714285714285714,3
"Nuñez, Nasim",6.428616315789474,61.40300987052632,0.19230769230769232,2
"O'Hearn, Ryan",7.107889340101523,70.94780837073604,0.3700836820083682,0
"O'Hoppe, Logan",7.147018549107143,68.74402838962054,0.3423529411764706,0
"O'Neill, Tyler",7.51366706185567,74.08551829427836,0.3635135135135135,1
"Ohtani, Shohei",7.629198779264214,74.1218799836622,0.45473372781065086,1
"Olivares, Edward",7.199131784615385,69.62287011961232,0.3,0
"Olson, Matt",7.377965832083959,72.71004690863569,0.33126934984520123,1
"Ornelas, Jonathan",7.376825,74.33488647499999,0.0,1
"Ortega, Rafael",6.9203888000000005,69.1664733556,0.18823529411764706,0
"Ortiz, Joey",7.458294308093994,72.86604491779896,0.37551440329218105,1
"Outman, James",7.822681506024096,71.09326107391566,0.2545454545454545,0
"Ozuna, Marcell",7.325713116666668,72.9253911247,0.41524390243902437,1
"Pache, Cristian",7.299476265060242,69.60056575225904,0.2639784946236559,0
"Pages, Andy",7.763307335834897,71.57522267735459,0.31741573033707865,0
"Pagés, Pedro",6.796692589928058,69.98365454215828,0.2577922077922078,0
"Palacios, Richie",6.910960072815533,67.38009876640777,0.3006696428571428,3
"Paredes, Isaac",7.8880446610169495,66.27234036125424,0.3726984126984127,3
"Paris, Kyren",6.85609875,70.75882071715625,0.22413793103448276,0
"Pasquantino, Vinnie",7.329962151898735,70.12357096312297,0.33244514106583073,0
"Pauley, Graham",6.766570392156862,66.08233332784313,0.1318181818181818,3
"Pederson, Joc",7.48716573934837,70.91544313493985,0.36897321428571433,0
"Peralta, David",6.991139197080292,69.67833236277373,0.28208955223880594,0
"Perdomo, Geraldo",6.2322347916666665,61.30080845421875,0.30245901639344264,2
"Pereda, Jhonny",7.5303439999999995,69.642690367,0.0,0
"Perez, Salvador",7.921491147798742,71.99399552422956,0.35686900958466455,1
"Perkins, Blake",6.936527057356608,65.19826726557356,0.31521739130434784,3
"Peterson, Jace",6.797935,64.54997085857143,0.11538461538461539,2
